"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Departamento Nacional da Produção Mineral.","","Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 20. '","MT",49,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23odmlFQjRsRDB6NG8"
"2","Departamento Nacional da Produção Mineral.","","Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 20. '","PA",12,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23odmlFQjRsRDB6NG8"
