"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Humberto Gonçalves dos Santos;  Francesco Palmieri et alli","Embrapa Solos","Conjunto de dados do 'Estudo Expedito de Solos da Região Sul de Minas Gerais, Partes do Alto São Francisco e Campos das Vertestes, Para Fins de Classificação, Correlação e Legenda Preliminar'","MG",96,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oZ25FTWNJMy1VSXM"
"2","Humberto Gonçalves dos Santos;  Francesco Palmieri et alli","Embrapa Solos","Conjunto de dados do 'Estudo Expedito de Solos da Região Sul de Minas Gerais, Partes do Alto São Francisco e Campos das Vertestes, Para Fins de Classificação, Correlação e Legenda Preliminar'","SP",2,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oZ25FTWNJMy1VSXM"
