"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Jorge Olmos Iturri Larach;  Alcides Cardoso et alli","","Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento Dos Solos do Estado do Paraná'","PR",620,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23odU1mbXEtOVloRVk"
"2","Jorge Olmos Iturri Larach;  Alcides Cardoso et alli","","Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento Dos Solos do Estado do Paraná'","SC",8,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23odU1mbXEtOVloRVk"
