"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Andressa Lauermann;  Ricardo Simão Diniz Dalmolin","Universidade Federal de Santa Maria (UFSM)","Conjunto de dados da dissertação 'Caracterização química dos efluentes gerados pelo aterro controlado de Santa Maria e retenção de chumbo e zinco por um Argissolo da depressão central do Rio Grande do Sul'","RS",4,"EDAFOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oRkdFb2FIajNtRms"
