"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Iderê Azevedo Gomes;  Francesco Palmieri et alli","Embrapa Solos","Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras do Triângulo Mineiro.'","MG",313,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oOVNUWm9VZkxIZzg"
