"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Marcelo Nunes Camargo;  Chyozo Hirano et alli","Embrapa Solos","Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos da Região Sob influência do Reservatório de Furnas'","MG",169,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23odms5dnVBQVVNcUk"
