"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Alexander Dümig;  Peter Schad et alli","Technische Universität München (TUM)","Conjunto de dados do artigo 'A mosaic of nonallophanic Andosols, Umbrisols and Cambisols on rhyodacite in the southern Brazilian highlands'","RS",164,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oaWFTVlFxdF9tNms"
