"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Delcio Peres Hochmuller;  Pedro JOrge Fasolo et alli","Serviço Nacional de Levantamento e Conservação de Solos (EMBRAPA)","Conjunto de dados do levantamento expedito 'Estudo expedito de solos do estado do Rio Grande do Sul e parte de Santa Catarina, para fins de classificação, correlação e legenda preliminar'","RS",76,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oNTF2dzRZMXMyQk0"
"2","Delcio Peres Hochmuller;  Pedro JOrge Fasolo et alli","Serviço Nacional de Levantamento e Conservação de Solos (EMBRAPA)","Conjunto de dados do levantamento expedito 'Estudo expedito de solos do estado do Rio Grande do Sul e parte de Santa Catarina, para fins de classificação, correlação e legenda preliminar'","SC",2,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oNTF2dzRZMXMyQk0"
