"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Fábio Pacheco Menezes;  Ricardo Simão Diniz Dalmolin","Universidade Federal de Santa Maria (UFSM)","Conjunto de dados da dissertação 'Substâncias húmicas em solos de diferentes feições geomorfológicas no rebordo do planalto do Rio Grande do Sul'","RS",27,"EDAFOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oTmVBTENQbndvOTQ"
