"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Reinaldo Oscar Potter;  Américo Pereira de Carvalho et alli","","Conjunto de dados do  'Solos do Estado de Santa Catarina.'","SC",359,"PEDOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oMFFWamQ2MUliaUE"
