"","Nome","Instituição","Título","UF","Contribuição","Tipo","url"
"1","Pablo Miguel;  Ricardo Simão Diniz Dalmolin","Universidade Federal de Santa Maria (UFSM)","Conjunto de dados da tese 'Variáveis pedogeoquímicas e mineralógicas na identificação de fontes de sedimentos em uma bacia hidrográfica de encosta'","RS",90,"EDAFOLÓGICO","https://drive.google.com/open?id=0B7xsLbrOA23oS3UzTFgwSzZOZzg"
